levelId,moduleName,title,type,duration,order,videoUrl,content,locked,programId,simulatorId
inicial-1,Bienvenida al Mundo Tech,¡Hola! Bienvenidos al curso,video,5 min,1,,"¡Bienvenidos pequeños exploradores! En este curso descubriremos juntos el mágico mundo de la tecnología. Aprenderemos sobre robots, computadoras y cómo funcionan las cosas que usamos todos los días. ¡Será una aventura increíble!",false,robotica,scratch
inicial-1,Bienvenida al Mundo Tech,¿Qué es un robot?,video,8 min,2,,"Un robot es una máquina especial que puede moverse y hacer tareas. Algunos robots limpian casas, otros construyen carros, ¡y algunos hasta exploran el espacio! Los robots tienen sensores para 'ver' y 'sentir', motores para moverse, y un cerebro electrónico para pensar.",false,robotica,scratch
inicial-1,Bienvenida al Mundo Tech,Robots en nuestra vida,activity,15 min,3,,"Actividad: Busca robots a tu alrededor. ¿Tienes un robot aspiradora en casa? ¿Has visto robots en películas? Dibuja tu robot favorito y compártelo con la clase. Piensa: ¿qué hace ese robot? ¿cómo se mueve?",false,robotica,scratch
inicial-1,Bienvenida al Mundo Tech,Colores de la tecnología,activity,10 min,4,,"Los robots y computadoras usan luces de colores para comunicarse. El verde significa 'todo bien', el rojo significa 'atención', y el amarillo significa 'espera'. Jugaremos a ser robots siguiendo las instrucciones de los colores.",false,robotica,scratch
inicial-1,Bienvenida al Mundo Tech,Mi primer dibujo digital,tutorial,15 min,5,,"Usaremos Scratch Jr para hacer nuestro primer dibujo en la computadora. Aprenderemos a usar el ratón, hacer clic, y dibujar formas simples. ¡Es como pintar pero en la pantalla!",false,robotica,scratch
inicial-1,Formas y Patrones,Formas geométricas,video,10 min,6,,"Los robots están hechos de formas: cuadrados, círculos, triángulos y rectángulos. Aprenderemos a reconocer estas formas y veremos cómo se combinan para crear robots y máquinas.",false,robotica,scratch
inicial-1,Formas y Patrones,Construyendo con bloques,activity,20 min,7,,"Actividad práctica: Usando bloques de construcción, crearemos figuras simples. Primero una torre, luego un puente, y finalmente ¡un robot! Aprenderemos sobre equilibrio y estructura.",false,robotica,scratch
inicial-1,Formas y Patrones,Patrones y secuencias,tutorial,15 min,8,,"Un patrón es algo que se repite: rojo-azul-rojo-azul. Los robots siguen patrones para hacer su trabajo. Crearemos patrones con colores y formas, y aprenderemos a predecir qué viene después.",false,robotica,scratch
inicial-1,Formas y Patrones,Proyecto: Mi robot de formas,project,25 min,9,,"Proyecto creativo: Usando papel, tijeras y pegamento, construiremos un robot usando solo formas geométricas. Cada parte del robot será una forma diferente. ¡Sé creativo con los colores!",false,robotica,scratch
inicial-1,Movimiento y Dirección,Arriba abajo izquierda derecha,video,8 min,10,,"Los robots necesitan saber direcciones para moverse. Aprenderemos las cuatro direcciones básicas y cómo dar instrucciones claras. Es como un juego de 'Simón dice' pero para robots.",false,robotica,scratch
inicial-1,Movimiento y Dirección,El juego del robot,activity,20 min,11,,"¡Juguemos a ser robots! Un niño será el 'programador' y dará instrucciones: '3 pasos adelante', 'gira a la derecha', '2 pasos adelante'. El 'robot' debe seguir las instrucciones exactamente.",false,robotica,scratch
inicial-1,Movimiento y Dirección,Laberintos simples,tutorial,15 min,12,,"Ayudaremos a un robot virtual a salir de un laberinto. Usaremos flechas para indicar el camino. Aprenderemos que las instrucciones deben ser precisas y en el orden correcto.",false,robotica,scratch
